Trace
Swept SA
A.16.17,N9010A
2768100000,-82.7801179381797
2773800000,-83.4104547157697
2779500000,-82.2939412395934
2785200000,-80.2954547837419
2790900000,-82.2262355370916
2796600000,-82.5862683181713
2802300000,-72.7761470650344
2808000000,-83.4005491122584
2813700000,-63.8160219113573
2819400000,-86.1013382530815
2825100000,-85.2717925765887
2830800000,-84.5418802076096
2836500000,-86.0926539681621
2842200000,-83.4512007152793
2847900000,-85.0471922308447
2853600000,-85.2231292113773
2859300000,-83.0682111236672
2865000000,-83.0749628552109
2870700000,-84.7266155452949
2876400000,-71.929568401075
2882100000,-84.5532110821814
2887800000,-81.8282958900672
2893500000,-80.4310308710821
2899200000,-82.493327323999
2904900000,-84.9827968528442
2910600000,-86.1901662389073
2916300000,-85.347481010215
2922000000,-84.9354768431781
2927700000,-79.807563081919
2933400000,-81.1575272034602
2939100000,-63.9900683874554
2944800000,-78.2061681218323
2950500000,-81.1672333405657
2956200000,-83.0677692294009
2961900000,-85.1279583584526
2967600000,-70.3433218566653
2973300000,-87.2479581298602
2979000000,-81.2211252809697
2984700000,-81.255302655727
2990400000,-79.7234205628498
2996100000,-78.1850359579856
3001800000,-60.879114393589
3007500000,-83.5472181007489
3013200000,-82.9859584071172
3018900000,-79.9665016224262
3024600000,-81.9630470265929
3030300000,-80.7035385218548
3036000000,-79.8738362606026
3041700000,-81.8885156287974
3047400000,-78.8595620724046
3053100000,-79.0907104303962
3058800000,-80.3810445424504
3064500000,-68.288127933587
3070200000,-77.919874865925
3075900000,-78.1432049426274
3081600000,-77.1025045985039
3087300000,-39.97850109362
3093000000,-76.2668857768774
3098700000,-76.9489540157199
3104400000,-76.8245431140521
3110100000,-78.8078947544843
3115800000,-81.4649812407579
3121500000,-78.9343646160021
3127200000,-72.3063474568384
3132900000,-79.0599563453771
3138600000,-75.7540850163219
3144300000,-71.6212443350242
3150000000,-80.4903487834973
3155700000,-82.8818679294302
3161400000,-79.7889691137508
3167100000,-77.028788881461
3172800000,-76.3576404595877
3178500000,-81.8599728830562
3184200000,-80.9763451198007
3189900000,-72.5206147729916
3195600000,-75.4913353451914
3201300000,-74.7891355437302
3207000000,-81.343178504311
3212700000,-78.336334706634
3218400000,-79.3890672580689
3224100000,-79.6646686236274
3229800000,-77.9167957989284
3235500000,-80.0338943385051
3241200000,-79.456739236231
3246900000,-81.7257445761687
3252600000,-78.7501982505537
3258300000,-81.4121827394876
3264000000,-80.6136448366462
3269700000,-81.354323103725
3275400000,-86.8141338638799
3281100000,-78.6827002687531
3286800000,-79.7539713179637
3292500000,-80.2123203661632
3298200000,-81.6239148243083
3303900000,-84.5012945473013
3309600000,-81.3529703714209
3315300000,-80.6680943468301
3321000000,-84.5968225211199
3326700000,-86.1496057312283
3332400000,-83.7153141811721
3338100000,-83.6952352241561
3343800000,-84.0075686000445
3349500000,-83.0122204366839
3355200000,-85.6130722323353
3360900000,-82.3137168298361
3366600000,-83.8693932009652
